WAFER_ID,STAGE,MRR
4199773692,A,79.15485
4201773406,A,76.46445
4213773664,A,79.18275
4213773710,A,80.2428
4213773718,A,80.65905
-4230160428,A,75.34995
-2135929472,A,77.1156
-2135929452,A,79.38405
-2135929440,A,73.88445
-2135929432,A,77.40675
-2135929424,A,72.7296
4199773684,A,76.3008
4211773456,A,72.49155
4211773670,A,78.5892
4213773668,A,79.20765
4213773698,A,79.4268
4213773714,A,75.2805
4213773722,A,80.1816
4213773734,A,85.83975
4213773738,A,81.23025
4213773746,A,74.23665
-4220160646,A,76.0956
-2135929468,A,74.92005
-2129929504,A,72.59925
4209773410,A,74.9751
4209773434,A,73.63515
4211773444,A,76.689
-3784722864,A,75.7092
3844719152,A,74.1186
4209773418,A,72.65025
4211773448,A,72.31545
4211773464,A,74.37465
4211773476,A,72.0993
4211773694,A,72.0033
-2129929698,A,72.6846
4207773470,A,78.31905
4207773656,A,74.30625
4207773668,A,74.82855
4207773688,A,70.55895
-3784722766,A,66.1359
-2131929478,A,74.5983
4207773660,A,77.49675
4221773640,A,77.71905
-3784722774,A,68.8947
-4141512072,A,70.3578
-4139512004,A,69.5982
-4139511842,A,69.7959
-3784722770,A,69.8193
-3784722762,A,69.09915
-2699400364,A,68.90235
4219773694,A,70.8924
-4141512096,A,74.30415
-4139511866,A,72.10635
-4139511854,A,71.9658
-4139511850,A,70.1346
-4139511826,A,66.46995
-2131929482,A,71.1417
-2131929448,A,70.9506
-2129929714,A,70.611
4207773458,A,70.0971
-2565249998,A,74.24535
4219773440,A,70.70115
4219773452,A,72.07995
-2565249990,A,66.61725
4219773448,A,70.0122
4221773702,A,70.62
4221773722,A,70.76895
-2131929464,A,71.7369
4217773684,A,71.42775
4217773688,A,71.73585
4219773444,A,70.62765
4219773492,A,70.1799
4219773496,A,70.06545
-4027511786,A,69.8376
-4027511568,A,71.5143
-2131929416,A,73.7868
-4027511790,A,70.7547
-4027511782,A,66.6846
-4027511564,A,67.17675
-3784722786,A,69.01545
-2141929700,A,69.78255
-2141929486,A,70.0587
2707293030,A,72.54285
2707293042,A,68.2245
2707293050,A,69.43485
2707293076,A,70.3011
-4025511554,A,65.05305
-4025511548,A,69.52515
-2143929760,A,67.4037
-2143929740,A,66.82695
-2143929718,A,62.0946
-2143929710,A,62.32305
-2141929518,A,63.01935
-2141929514,A,62.6505
-2141929506,A,63.6441
-4027511762,A,61.78755
-4027511556,A,66.99705
-2143929768,A,65.1417
4229773652,A,69.4599
-4025511496,A,65.40075
-2137929686,A,68.4723
-2137929682,A,73.75395
-4023511798,A,69.38895
-4023511746,A,68.589
-4023511592,A,72.44115
4229773746,A,71.10945
4229773718,A,64.4532
4229773698,A,63.73965
4229773722,A,63.04335
3846719084,A,57.144
3846719092,A,54.585
3846719100,A,54.06135
4227773484,A,62.03595
4227773500,A,63.2613
4225773644,A,62.46615
4227773492,A,62.007
-4220160650,A,65.65575
-2137929694,A,63.66765
-2139929710,A,67.059
4225773652,A,65.07885
4225773702,A,63.5136
4225773730,A,66.88155
4225773738,A,66.4386
4225773746,A,62.87865
4225773750,A,64.6068
-2139929788,A,67.07565
-2139929772,A,68.1027
-2139929744,A,69.3282
-4023511802,A,61.9821
-4023511794,A,68.91195
-2149929672,A,67.55865
2114498118,A,70.82595
-4021511602,A,61.01325
-2149929534,A,62.46855
4173773330,A,60.0345
4223773444,A,61.0134
4223773480,A,56.7708
4223773484,A,57.8457
4173773318,A,65.8134
4173773326,A,62.03835
4223773448,A,65.7687
4223773476,A,62.0319
4173773362,A,62.04705
4173773370,A,63.789
-4019511806,A,67.1346
-4019511794,A,68.82615
-4019511770,A,68.5083
-4017511504,A,68.45955
4171773558,A,68.0601
4171773580,A,66.54375
4171773584,A,67.1799
4171773608,A,65.56575
4171773612,A,65.3619
4171773620,A,69.88815
-4019511774,A,73.5558
1471738964,A,64.04925
1471738972,A,65.13795
4167773542,A,68.59785
4167773568,A,71.0202
4167773580,A,75.1977
4167773604,A,70.92195
4169773318,A,68.2689
4169773334,A,73.509
4181773358,A,64.8966
4181773512,A,68.56845
-2039929212,A,72.7194
-1716100432,A,71.0547
4179773518,A,71.46465
4179773596,A,69.2805
4181773366,A,71.4918
4167773572,A,69.77145
4177773330,A,74.7381
4177773560,A,70.9191
4179773608,A,77.0127
4177773362,A,73.1898
4181773318,A,75.95715
4175773600,A,68.61255
4177773350,A,72.86265
4177773374,A,71.27145
4179773506,A,71.11035
4179773604,A,71.16225
-2033929414,A,69.3573
-1714100520,A,70.3704
4171773596,A,72.35115
4175773538,A,72.07185
4175773554,A,74.8848
4175773558,A,71.943
4175773568,A,70.3083
4175773572,A,72.42495
4175773624,A,70.8984
4189773480,A,71.9487
-1714100694,A,82.302
-1714100690,A,85.1211
-1714100686,A,81.37515
4175773562,A,73.01565
4177773326,A,75.00615
4187773530,A,72.9171
4189773390,A,81.92955
4189773398,A,76.59255
4189773402,A,73.3311
4223773452,A,78.75585
4187773526,A,78.20955
4189773414,A,78.1875
-1714100682,A,73.40895
4179773576,A,74.7579
4187773534,A,75.3621
4179773580,A,77.8926
-2033929470,A,69.57765
-2033929450,A,73.62825
-2033929430,A,71.89785
-2033929434,A,69.1461
1477739240,A,70.29945
2919013980,A,71.643
2921014246,A,69.43905
2921014258,A,69.64515
2921014270,A,69.9084
2915014054,A,77.50935
1475739234,A,77.03835
1475739242,A,75.5517
1475739250,A,73.81275
1477739054,A,77.2362
1477739062,A,79.0431
2911013960,A,74.9115
2917014230,A,73.83915
2917014250,A,72.1308
2917014266,A,74.664
2917014270,A,75.6558
1475739238,A,77.08095
1475739292,A,70.49925
2911013972,A,74.4585
2911013992,A,73.4631
1479739258,A,81.24135
1481739014,A,78.3813
2911013976,A,78.51765
2911013980,A,82.21785
2913014234,A,83.15835
2939014292,A,86.77335
2939014300,A,83.10525
2941014078,A,86.8872
1475739276,A,82.2507
1481739022,A,82.61265
1481739038,A,81.036
2707293108,A,83.36445
2709292842,A,81.7785
2709292850,A,84.72675
2709292854,A,84.9639
2709292858,A,83.75475
2709292862,A,77.8455
-2045929446,A,78.26415
3015014268,A,80.2101
3015014294,A,77.3751
3015014302,A,84.67995
3021014286,A,77.74695
3021014306,A,78.28005
3021014318,A,78.74865
3021014274,A,81.99375
3021014508,A,74.98635
3015014208,A,79.43145
3017014498,A,77.03775
3017014514,A,81.68865
3015014248,A,76.38435
3015014252,A,70.7031
3017014288,A,73.58325
3017014292,A,71.37885
3017014300,A,72.08715
3011014228,A,72.31815
3011014278,A,74.01555
3013014296,A,72.84075
3013014506,A,71.3712
3017014276,A,70.98945
3017014470,A,73.54815
3017014506,A,76.0044
3017014522,A,73.52445
3009014470,A,74.62365
3009014494,A,81.48765
3013014292,A,75.9663
3013014490,A,76.84515
2663292688,A,79.65045
3035014490,A,73.4565
3037014488,A,75.69735
-4043511796,A,75.37605
3031014466,A,70.8684
3037014334,A,76.05255
3037014480,A,73.93245
-4043511808,A,69.92775
3017014296,A,73.64985
3031014536,A,72.3561
3031014568,A,69.67035
3031014580,A,70.31985
3031014584,A,72.4371
-4045511828,A,76.0023
-4045511812,A,80.33985
-4043511570,A,74.95455
3027014528,A,75.1116
3029014472,A,73.57155
3031014528,A,73.87755
3031014540,A,76.19625
3033014286,A,81.69075
3033014306,A,72.11775
3033014314,A,74.9001
3033014326,A,72.4143
3033014464,A,78.20475
3037014298,A,77.26725
3023014526,A,81.31365
3023014548,A,78.94215
3027014544,A,74.9385
3029014274,A,76.27245
3029014464,A,77.2944
3029014468,A,81.1284
2663292680,A,75.97005
2663292720,A,72.1563
2663292724,A,76.23855
2665292916,A,74.394
3023014514,A,74.2611
3023014518,A,74.5659
3023014536,A,77.7906
3023014552,A,76.35735
3025014278,A,80.508
3025014294,A,76.7817
3025014302,A,79.6812
3027014502,A,78.12255
3027014522,A,77.53845
3027014564,A,73.24965
3027014588,A,81.2301
3029014330,A,75.0054
3029014476,A,77.17725
3023014506,A,83.7282
3025014282,A,82.8951
3025014286,A,81.1032
2663292728,A,64.7448
-4037511832,A,74.61195
-1718100544,A,77.9391
-1718100536,A,80.21895
2665292900,A,75.5895
2665292924,A,78.2805
2987014184,A,74.1681
-4037511816,A,78.9513
-4037511812,A,79.17435
2110498180,A,76.7823
2987014192,A,83.5218
-4037511828,A,78.7752
2989014348,A,82.89615
2983014200,A,82.2705
2985014402,A,83.6112
2985014384,A,78.8223
2985014392,A,80.17725
2979014144,A,76.92135
2979014180,A,73.6695
2985014462,A,74.43165
-4033511582,A,73.61025
-2567249756,A,77.10945
-2567249752,A,77.34615
2979014148,A,78.30795
2979014152,A,80.80005
2979014164,A,77.2539
2979014168,A,74.913
2979014184,A,76.9923
2981014388,A,80.0391
2981014396,A,76.97835
2981014410,A,77.6814
2981014426,A,77.37015
2985014426,A,75.71655
2985014454,A,75.75135
2975014152,A,78.71865
2975014168,A,77.2398
2975014172,A,76.0518
2975014188,A,74.40255
2975014374,A,74.92335
2977014368,A,76.713
2977014380,A,76.5222
2977014410,A,76.1562
2981014384,A,76.3284
2975014184,A,74.54235
2981014422,A,77.39625
2110498228,A,74.7474
2975014144,A,69.90225
2975014148,A,71.10975
2979014196,A,70.74945
2985014414,A,72.88755
2985014422,A,68.32365
1478254324,A,76.30215
2999014314,A,76.5312
3005014324,A,80.96775
3005014526,A,77.394
-4033511524,A,76.53705
1480254074,A,77.23605
1480254108,A,70.0392
1478254296,A,75.67185
1478254316,A,76.2447
1480254034,A,79.51875
1480254038,A,77.0457
1480254062,A,74.87745
1480254066,A,78.8097
1480254096,A,76.46895
1484254312,A,76.5216
1484254374,A,71.1087
1484254382,A,72.66585
-2569250038,A,69.4479
-2569250030,A,69.40155
-2569249800,A,74.44455
-2567249764,A,72.5646
-2567249744,A,74.18595
1478254304,A,73.40205
1478254328,A,71.9169
1482254086,A,72.1488
1484254316,A,71.103
1484254358,A,68.13345
1484254366,A,71.9667
1484254378,A,71.8929
-2569249820,A,74.15805
-2567249792,A,69.47295
-2567249788,A,69.8877
1480254058,A,79.34565
1482254276,A,79.2594
1482254296,A,78.7056
1482254300,A,81.03465
1484254328,A,65.76795
1484254338,A,74.98515
1484254342,A,67.69245
1484254346,A,66.14115
1488254304,A,72.35715
1488254308,A,73.5669
1488254338,A,79.3428
1488254346,A,79.4193
1488254358,A,83.57055
1488254382,A,79.956
1484254370,A,75.4077
1486254080,A,79.41885
1488254342,A,82.54125
1488254370,A,80.3514
1488254374,A,77.2413
1488254378,A,84.09855
1486254092,A,79.146
1486254096,A,80.16375
1486254314,A,77.86935
1486254318,A,81.0795
-4041511872,A,79.15335
-4041511860,A,86.16075
-4041511852,A,83.77365
-4039511800,A,84.1707
-4039511788,A,84.68055
-4039511784,A,83.1678
-4039511574,A,85.86135
-4039511566,A,82.98195
-4039511558,A,85.27395
-4039511554,A,88.70205
1464254022,A,79.8369
1462254280,A,84.4605
1318253608,A,84.3666
1462254288,A,81.9657
1462254300,A,75.52995
1464254026,A,77.3766
1464254140,A,79.69305
1490254092,A,79.2051
1490254104,A,82.87065
1490254124,A,79.2699
1490254140,A,79.2996
1318253584,A,83.41635
1324253768,A,80.0772
1451738980,A,82.707
1462254272,A,81.3804
1462254316,A,79.01535
1490254080,A,79.2927
1492254346,A,80.27985
2667292716,A,76.39095
1322253620,A,71.1882
1451738948,A,77.8254
1451738960,A,73.29225
1451738976,A,78.66705
1451738988,A,71.8506
2667292708,A,79.9104
2667292874,A,74.82855
1332253886,A,83.76855
2665292986,A,78.19155
2667292680,A,81.3213
2667292894,A,79.21215
1330253620,A,81.0465
1330253782,A,78.78465
1332253854,A,76.2177
2667292676,A,75.87015
1302253578,A,88.0587
1302253764,A,82.6446
1304253534,A,79.31835
1304253554,A,84.1734
1304253562,A,81.01605
1304253572,A,78.22545
1306253590,A,79.4673
1308253576,A,82.22865
1330253600,A,80.1117
1302253792,A,79.0554
1306253578,A,77.6058
1306253764,A,73.66995
1306253800,A,73.90005
1306253804,A,75.2157
1308253522,A,81.32145
1308253526,A,74.93835
1308253546,A,73.7877
1308253550,A,81.63045
1308253554,A,74.68635
1308253584,A,77.01615
1308253592,A,79.19445
1308253596,A,72.84
1312253522,A,81.8646
1304253566,A,76.1466
1310253570,A,78.8031
1310253816,A,76.1949
1310253820,A,76.88055
1312253530,A,75.49515
1312253546,A,78.15405
1312253554,A,82.89015
1312253566,A,74.89275
1306253772,A,83.9604
1306253780,A,81.7716
1310253586,A,76.392
1312253596,A,81.4992
1314253798,A,77.07285
1316253826,A,75.4695
1316253838,A,78.31545
1316253850,A,77.22525
1322253616,A,78.7743
1288253474,A,76.13235
1288253482,A,75.2079
1306253582,A,74.0073
1316253792,A,71.7519
1316253804,A,70.40445
1316253846,A,78.46065
1316253858,A,69.8547
1316253870,A,80.00865
3627681150,A,71.36775
1286253654,A,70.1898
1288253454,A,69.69645
1288253458,A,74.07225
1288253462,A,69.71775
1288253470,A,71.63085
1288253478,A,76.9575
1288253490,A,69.8931
1288253494,A,66.22995
1288253502,A,71.34
1314253592,A,71.70675
1314253596,A,70.60155
1314253628,A,74.2179
1328253862,A,71.7375
1286253712,A,76.1487
1286253720,A,72.1785
1286253728,A,70.9719
1286253732,A,77.313
1292253608,A,74.37945
1292253612,A,76.0131
1314253576,A,78.6927
1314253604,A,72.93855
1286253752,A,72.58965
1290253662,A,75.7974
1292253514,A,75.5943
1292253518,A,75.4989
1290253650,A,81.47955
1292253526,A,83.08275
1290253744,A,78.55035
1296253608,A,81.66405
1288253648,A,75.90975
1290253654,A,79.8246
1290253716,A,75.14385
1294253602,A,75.89625
1296253538,A,81.09105
1296253550,A,77.87115
1296253558,A,77.34555
3625681202,A,71.34075
1290253728,A,75.29565
1290253732,A,73.5222
1290253756,A,79.75065
1292253534,A,77.997
1294253610,A,77.1717
1294253796,A,76.905
1296253506,A,75.6678
1296253518,A,79.37745
1300253620,A,73.72125
3623681188,A,67.6179
3625681344,A,74.68875
3625681348,A,68.4021
3625681392,A,72.6528
1314253822,A,80.0472
3623681090,A,73.2582
3623681122,A,68.32215
3623681184,A,70.4646
3625681388,A,71.4438
3625681404,A,74.6391
1294253808,A,78.34545
1296253510,A,77.59695
1314253568,A,71.32785
3623681102,A,70.9332
3623681106,A,67.6572
3623681110,A,66.10965
3623681118,A,61.98
3623681126,A,60.5481
3623681134,A,65.3415
3623681204,A,66.20385
3625681356,A,67.2228
1300253518,A,73.0692
1300253526,A,76.26435
1300253600,A,73.5165
1314253794,A,72.7047
-1690100610,A,74.38995
3621681198,A,68.7366
1270253716,A,73.39185
1270253720,A,76.25595
1270253728,A,80.5053
1272253470,A,78.29085
1272253486,A,74.6979
1276253688,A,81.8163
3621681356,A,74.34285
1276253502,A,78.8184
1276253498,A,78.42765
37494386,A,75.91605
37494408,A,73.31025
37494428,A,76.7448
37494420,A,76.55505
37494432,A,73.3692
39494368,A,69.88185
39494376,A,73.35615
39494380,A,75.64485
39494388,A,71.3997
37494444,A,77.51025
39494162,A,80.87775
39494170,A,79.3761
41494394,A,77.26905
-1696100360,A,76.45965
41494428,A,73.0863
2655292684,A,76.8294
41494452,A,74.2878
43494178,A,73.3785
2655292676,A,77.9922
-3780722694,A,80.22075
29494108,A,74.1564
43494166,A,77.00475
43494170,A,77.0565
43494194,A,75.6015
29494096,A,74.44695
29494116,A,75.30645
29494136,A,75.8166
29494170,A,74.8374
43494206,A,74.8647
43494368,A,75.34065
2657292942,A,76.1862
2657292950,A,73.98945
29494162,A,77.14635
2657292900,A,80.43405
29494154,A,75.9921
31494168,A,75.1479
31494362,A,73.8966
31494370,A,74.36985
31494374,A,76.6848
31494378,A,73.24275
33494116,A,74.0394
31494354,A,72.08775
33494120,A,74.68125
31494350,A,73.61865
33494136,A,72.76305
33494166,A,73.33245
35494162,A,74.6139
35494392,A,74.4534
