WAFER_ID,TIME,STAGE,MRR
-2143929760,483066640.7,A,67.4037
-2143929740,483066839.3,A,66.82695
-4025511548,483068827.7,A,69.52515
-4027511762,483073037,A,61.78755
4215773448,483073252,A,59.43375
4215773440,483082439.3,A,59.79885
-4027511556,483137083,A,66.99705
-2143929768,483137279.7,A,65.1417
4229773652,483161369.7,A,69.4599
-2137929682,483198751.3,A,73.75395
-2137929686,483201909,A,68.4723
-4023511616,483212652.7,A,65.64585
-4025511496,483212830,A,65.40075
-4023511798,483225384.7,A,69.38895
-4023511604,483225565,A,70.7943
-4023511592,483236908,A,72.44115
-4023511746,483237101.3,A,68.589
4229773746,483242290,A,71.10945
-4025511544,483253431,A,69.9954
4229773718,483259317,A,64.4532
4227773662,483380359.7,A,65.07495
4229773698,483384478.7,A,63.73965
4229773722,483384857.7,A,63.04335
3846719084,483400872,A,57.144
3846719092,483403977.7,A,54.585
4227773500,483408352.7,A,63.2613
4227773484,483408554.7,A,62.03595
3846719076,483408757.3,A,61.4382
3846719100,483412420.7,A,54.06135
4225773644,483433690,A,62.46615
4227773492,483433880,A,62.007
-4220160650,483462545.7,A,65.65575
-2137929694,483462744.7,A,63.66765
4225773754,483479151,A,67.47135
4225773738,483479346,A,66.4386
4225773702,483481201.7,A,63.5136
4225773730,483481858.7,A,66.88155
-2139929710,483494901.7,A,67.059
4225773746,483500608.7,A,62.87865
4225773750,483500805,A,64.6068
4225773652,483501001.3,A,65.07885
-2139929772,483601516.7,A,68.1027
-2139929776,483602666.7,A,67.9998
-2139929788,483602864,A,67.07565
-2149929676,483603059.7,A,66.47775
-2139929744,483607794,A,69.3282
-2149929668,483608178.7,A,68.01585
-4023511802,483639454.3,A,61.9821
2114498118,483642759.3,A,70.82595
-2149929672,483642961.7,A,67.55865
-4021511610,483644558.7,A,69.63975
-4023511794,483644762.3,A,68.91195
2114498126,483769717,A,61.7523
-2149929534,483770264.7,A,62.46855
4223773480,483780333,A,56.7708
4173773330,483782635.3,A,60.0345
4223773484,483783042.7,A,57.8457
4223773444,483783243.3,A,61.0134
4223773496,483788101,A,60.9951
-4021511602,483788303.3,A,61.01325
4223773448,483791318,A,65.7687
4223773476,483791517,A,62.0319
4173773326,483791717,A,62.03835
4173773318,483795098,A,65.8134
4173773370,483835025.3,A,63.789
4173773362,483835226.3,A,62.04705
-4019511794,483919736.3,A,68.82615
4171773558,483921924,A,68.0601
4171773584,483923113.3,A,67.1799
4171773608,483923312.3,A,65.56575
4171773612,483923507.3,A,65.3619
4171773580,483923703.7,A,66.54375
-4019511806,483924945.7,A,67.1346
-4017511504,483925143,A,68.45955
-4019511770,483925335,A,68.5083
4171773620,483926669.7,A,69.88815
-4019511762,483929202.3,A,66.5856
1471738972,483934796,A,65.13795
1471738964,483937532,A,64.04925
4181773358,483937732,A,64.8966
4169773354,483937927,A,63.81705
4169773318,483939441.3,A,68.2689
4167773542,483939639.3,A,68.59785
4167773580,483945749,A,75.1977
4169773334,483945947,A,73.509
-4019511616,483946343,A,70.79865
4181773512,483953772.3,A,68.56845
4167773604,483954082.7,A,70.92195
1477739236,483954259.3,A,72.28965
-4019511774,483955264.7,A,73.5558
4167773568,483961740.7,A,71.0202
-1716100432,483965481.3,A,71.0547
-2039929212,483967562.3,A,72.7194
-2039929208,483967752.7,A,72.47895
4179773518,483989114,A,71.46465
4181773366,483989307,A,71.4918
4179773596,483989499.7,A,69.2805
4181773330,483989692.7,A,73.59315
4167773572,483996542,A,69.77145
4177773560,483996733.7,A,70.9191
4179773608,484008189,A,77.0127
4177773330,484008389,A,74.7381
4179773612,484013959.7,A,74.7762
4179773514,484014343.3,A,74.8434
4181773318,484030934.3,A,75.95715
4177773362,484031129,A,73.1898
4177773322,484066821.3,A,70.20495
4181773370,484070158,A,73.35465
4179773604,484070355.7,A,71.16225
4177773374,484074006,A,71.27145
4175773600,484074201,A,68.61255
4179773506,484074395,A,71.11035
4177773350,484074588,A,72.86265
4175773554,484082948,A,74.8848
4171773596,484083144.3,A,72.35115
4175773624,484083340.3,A,70.8984
4175773572,484083538,A,72.42495
4175773558,484083732.3,A,71.943
4175773568,484085307.7,A,70.3083
4175773538,484089047.7,A,72.07185
-1714100520,484089431.7,A,70.3704
-2033929414,484089626.3,A,69.3573
4189773480,484113769.3,A,71.9487
4189773402,484167629.3,A,73.3311
4189773410,484167821.3,A,72.6645
4175773562,484168011.3,A,73.01565
4187773530,484168199.7,A,72.9171
4223773452,484172475.3,A,78.75585
4177773326,484172666.3,A,75.00615
4189773398,484172854.3,A,76.59255
-1714100690,484181350.3,A,85.1211
-1714100686,484181543.7,A,81.37515
-1714100694,484181741.3,A,82.302
4189773390,484186936.3,A,81.92955
4189773414,484210013.3,A,78.1875
4187773526,484210204.3,A,78.20955
-1714100682,484227653,A,73.40895
4187773534,484269795,A,75.3621
4179773576,484269996.7,A,74.7579
-1714100714,484310014.3,A,78.03345
4179773580,484335769,A,77.8926
-2033929442,484336156,A,74.5998
-2033929454,484344289,A,70.7502
-2033929446,484344676.3,A,71.17155
-2033929430,484344875.7,A,71.89785
-2033929450,484345662,A,73.62825
-2033929470,484358765.3,A,69.57765
2919013980,484369734,A,71.643
-2033929434,484369931,A,69.1461
2921014246,484370124,A,69.43905
2921014270,484370318,A,69.9084
1477739240,484373285.3,A,70.29945
2925014266,484373479.3,A,72.65985
2921014258,484373671,A,69.64515
2915014054,484414969,A,77.50935
1475739242,484434155,A,75.5517
1477739054,484434346,A,77.2362
1477739062,484435753.7,A,79.0431
1475739234,484435950.7,A,77.03835
2911013960,484443764.3,A,74.9115
2917014270,484444583.3,A,75.6558
2917014230,484444778,A,73.83915
2917014266,484445691.3,A,74.664
2917014250,484445874.3,A,72.1308
1475739250,484446073,A,73.81275
2911014058,484454219,A,71.0067
1475739292,484454414,A,70.49925
2911013992,484467708.3,A,73.4631
2911013972,484467901.3,A,74.4585
1475739238,484479168.7,A,77.08095
1481739014,484486521.7,A,78.3813
1475739272,484486708.7,A,80.17425
2911013980,484489404,A,82.21785
2911013976,484489594.3,A,78.51765
1479739258,484498074.3,A,81.24135
2939014292,484500741.3,A,86.77335
2939014300,484500930.7,A,83.10525
2913014234,484501310.3,A,83.15835
2941014078,484508075,A,86.8872
2709292858,484513747,A,83.75475
1475739276,484519906.3,A,82.2507
2941014026,484520091.3,A,80.71875
1481739038,484520271.3,A,81.036
2709292854,484523048.7,A,84.9639
2709292850,484523233.3,A,84.72675
2707293108,484523601.3,A,83.36445
2709292862,484524043.7,A,77.8455
1481739022,484524213,A,82.61265
2709292842,484524399,A,81.7785
3015014302,484550349,A,84.67995
3021014306,484550539.7,A,78.28005
3015014294,484550727,A,77.3751
3021014318,484550913.7,A,78.74865
-2045929446,484556227.7,A,78.26415
3015014268,484556421,A,80.2101
3021014286,484556607.7,A,77.74695
3021014508,484587561,A,74.98635
3021014274,484592295.7,A,81.99375
3017014514,484652686.7,A,81.68865
3015014208,484652878.7,A,79.43145
3017014498,484653067.7,A,77.03775
3015014248,484657417.7,A,76.38435
3015014252,484657608.7,A,70.7031
3017014292,484657793.3,A,71.37885
3017014300,484657979.7,A,72.08715
3017014288,484658166.3,A,73.58325
3017014518,484658355.3,A,73.146
3017014506,484690106.3,A,76.0044
3011014228,484690489,A,72.31815
3013014510,484690892,A,75.5193
3013014296,484691258.3,A,72.84075
3017014522,484691448.3,A,73.52445
3017014276,484697213,A,70.98945
3011014282,484697405.3,A,74.44935
3017014470,484697594.3,A,73.54815
3011014278,484697783,A,74.01555
3013014506,484710113,A,71.3712
3009014494,484722556.3,A,81.48765
3013014490,484722745.3,A,76.84515
3013014292,484722933.3,A,75.9663
3009014470,484723120.3,A,74.62365
3011014216,484738221,A,79.1781
3009014474,484738601,A,74.57475
2663292922,484753940,A,78.06315
3037014488,484769319,A,75.69735
3035014490,484769508,A,73.4565
2663292688,484772882,A,79.65045
3037014334,484799896.7,A,76.05255
3037014480,484800085.3,A,73.93245
-4043511796,484816482.7,A,75.37605
3031014466,484816670.3,A,70.8684
3031014568,484829094,A,69.67035
3031014580,484829284,A,70.31985
-4043511808,484829473.3,A,69.92775
3031014584,484833816,A,72.4371
3017014296,484835817,A,73.64985
3031014536,484846040.3,A,72.3561
-4045511812,484862527,A,80.33985
-4045511828,484862719.3,A,76.0023
3033014306,484862909.3,A,72.11775
3029014472,484865852,A,73.57155
3033014326,484866220.3,A,72.4143
3031014528,484866404,A,73.87755
3033014314,484866587.3,A,74.9001
3033014464,484874565.3,A,78.20475
3037014298,484874741.3,A,77.26725
3027014528,484874933,A,75.1116
-4043511570,484875122.7,A,74.95455
3031014540,484875312,A,76.19625
3027014556,484876869.3,A,75.0228
3033014286,484877900.3,A,81.69075
3037014302,484879275,A,83.06325
3031014478,484879466.3,A,76.3683
3023014526,484894429.3,A,81.31365
3023014548,484894610,A,78.94215
3029014468,484900997.3,A,81.1284
3029014464,484904233.3,A,77.2944
3027014544,484904992.3,A,74.9385
3029014274,484905183,A,76.27245
3029014488,484911192.7,A,75.79305
3029014476,484916667.7,A,77.17725
3029014330,484916857.7,A,75.0054
3027014522,484917044.7,A,77.53845
3023014514,484917420.7,A,74.2611
3023014518,484917609.7,A,74.5659
3027014564,484921112.7,A,73.24965
3027014502,484921298,A,78.12255
3023014536,484921496.7,A,77.7906
3023014552,484925523.7,A,76.35735
3025014290,484928690.7,A,77.0508
2663292724,484931070.7,A,76.23855
3027014588,484933276.7,A,81.2301
3025014302,484933466.7,A,79.6812
3025014294,484933655,A,76.7817
3025014278,484934845.7,A,80.508
2663292720,484939449.7,A,72.1563
2663292680,484939632.7,A,75.97005
2665292916,484939821.3,A,74.394
3025014282,484943082.7,A,82.8951
3023014506,484969977.7,A,83.7282
3025014286,484970155.7,A,81.1032
2663292728,484993917.7,A,64.7448
-1718100544,485029039,A,77.9391
2665292900,485029231.7,A,75.5895
2987014184,485029419.3,A,74.1681
-4037511832,485029618.7,A,74.61195
-1718100536,485030831.7,A,80.21895
2665292924,485038762.3,A,78.2805
2987014192,485084023,A,83.5218
-4037511816,485084214,A,78.9513
-4037511812,485084403,A,79.17435
2110498180,485084593,A,76.7823
-4037511828,485085820.3,A,78.7752
2989014348,485105805.7,A,82.89615
2985014402,485139387.7,A,83.6112
2983014200,485139561,A,82.2705
2985014392,485173887,A,80.17725
2985014384,485174076,A,78.8223
2979014180,485222040,A,73.6695
2985014462,485222224,A,74.43165
2979014144,485223505.7,A,76.92135
2979014152,485231177,A,80.80005
2981014376,485231371,A,76.7349
2979014168,485231560.3,A,74.913
2979014148,485237957.3,A,78.30795
2985014426,485238145.3,A,75.71655
2985014454,485238689,A,75.75135
-2567249756,485243602,A,77.10945
-4033511582,485244387.3,A,73.61025
2979014184,485246066,A,76.9923
2979014164,485250904,A,77.2539
2981014426,485251096.3,A,77.37015
2981014410,485251282,A,77.6814
2981014388,485256370,A,80.0391
2981014396,485256562,A,76.97835
-2567249752,485256747,A,77.34615
-4033511540,485262322,A,78.48405
2975014152,485262507.7,A,78.71865
2977014368,485291305.3,A,76.713
2975014188,485291496.3,A,74.40255
2981014384,485291681.3,A,76.3284
2975014176,485296515.7,A,75.7044
2975014374,485296699.3,A,74.92335
2977014410,485296887.3,A,76.1562
2975014172,485297075.3,A,76.0518
2975014168,485308069.3,A,77.2398
2977014380,485308618.7,A,76.5222
-4033511554,485318846.7,A,75.29955
2981014422,485335194.3,A,77.39625
2975014184,485335732.7,A,74.54235
-4033511552,485356812.7,A,62.7504
2985014414,485378703,A,72.88755
2985014422,485378901,A,68.32365
2110498228,485380215,A,74.7474
2975014148,485380393,A,71.10975
2975014144,485380581.7,A,69.90225
2979014196,485386932,A,70.74945
2999014322,485404314,A,72.4368
3005014526,485409690,A,77.394
3005014324,485411902.3,A,80.96775
3003014256,485412280.3,A,77.7135
3003014268,485412842,A,79.3983
2999014220,485415969.3,A,76.9827
2999014314,485416151,A,76.5312
2665292938,485429041.3,A,77.4513
1480254104,485429230,A,76.59345
1478254324,485429417.3,A,76.30215
-4033511524,485434715.7,A,76.53705
1480254074,485434909.3,A,77.23605
1480254078,485435092.3,A,76.4163
1480254108,485453469,A,70.0392
1480254066,485478846,A,78.8097
1480254038,485479236.7,A,77.0457
1480254034,485479423,A,79.51875
1484254312,485482314,A,76.5216
1480254096,485486547,A,76.46895
1480254062,485486733,A,74.87745
1478254316,485486920,A,76.2447
1478254296,485487106,A,75.67185
1484254382,485512587.3,A,72.66585
1484254374,485512778.3,A,71.1087
1478254304,485522933.3,A,73.40205
-2569249800,485523123.7,A,74.44455
-2567249744,485523313,A,74.18595
1484254366,485523503,A,71.9667
1482254086,485523692,A,72.1488
-2567249764,485523883,A,72.5646
-2569250030,485527125.7,A,69.40155
-2569250038,485527313,A,69.4479
1484254358,485528043.3,A,68.13345
1484254316,485528218.7,A,71.103
1478254328,485528407,A,71.9169
1484254378,485528599,A,71.8929
1484254328,485547936,A,65.76795
1484254346,485548128.7,A,66.14115
-2569249796,485556490.3,A,68.36535
1484254342,485556681.3,A,67.69245
-2567249792,485556874.3,A,69.47295
-2567249788,485557064.3,A,69.8877
-2567249784,485563928.3,A,74.7423
-2569249820,485564122.3,A,74.15805
1488254308,485564315.3,A,73.5669
1488254304,485564509.3,A,72.35715
1484254338,485564732.3,A,74.98515
1480254058,485569645.3,A,79.34565
1482254276,485569838.3,A,79.2594
1482254296,485570026.3,A,78.7056
1488254346,485570212.7,A,79.4193
1478254312,485572935.3,A,84.94815
1482254300,485573125.3,A,81.03465
1488254338,485573312.3,A,79.3428
1488254358,485574128.3,A,83.57055
1488254382,485574318.3,A,79.956
1488254378,485578398.7,A,84.09855
1484254370,485579400.3,A,75.4077
1486254080,485579572.7,A,79.41885
1488254342,485580766.3,A,82.54125
1488254370,485602519.7,A,80.3514
1488254374,485602707.3,A,77.2413
1486254314,485633668.7,A,77.86935
1486254318,485633855.7,A,81.0795
1486254084,485634039.7,A,78.1272
1486254096,485635260.7,A,80.16375
1486254092,485635449.7,A,79.146
1482254316,485656995.3,A,80.8284
-4041511872,485693317.7,A,79.15335
-4041511860,485693879,A,86.16075
-4041511852,485718743,A,83.77365
-4039511558,485721122,A,85.27395
-4039511566,485721310,A,82.98195
-4039511554,485723810.7,A,88.70205
-4039511788,485723997.3,A,84.68055
1490254132,485742791.7,A,80.4939
-4039511574,485745645,A,85.86135
-4039511800,485745834,A,84.1707
1464254022,485746021,A,79.8369
-4039511784,485746206,A,83.1678
1462254280,485798992.7,A,84.4605
1464254140,485808248,A,79.69305
1462254300,485808413,A,75.52995
1490254140,485812744,A,79.2996
1490254092,485818652,A,79.2051
1464254026,485818838.3,A,77.3766
1490254124,485819025.7,A,79.2699
1490254104,485832410.3,A,82.87065
1462254288,485832595.3,A,81.9657
1318253608,485832960.7,A,84.3666
1451738980,485836137.3,A,82.707
1462254308,485840510.7,A,86.71605
1318253810,485840879,A,81.3951
1462254272,485841067.3,A,81.3804
1318253584,485842918.3,A,83.41635
1324253768,485845702.7,A,80.0772
1492254346,485845888.7,A,80.27985
1490254080,485847865,A,79.2927
1462254316,485848232,A,79.01535
1318253580,485848412.3,A,78.91875
1318253596,485849854,A,79.61205
2667292716,485875059,A,76.39095
1451738948,485893345.3,A,77.8254
1451738960,485893532.3,A,73.29225
1451738988,485893715.3,A,71.8506
1451738976,485893898.3,A,78.66705
1322253620,485901889.7,A,71.1882
1324253858,485902077.7,A,73.16355
2667292874,485902266.7,A,74.82855
2667292708,485918403.7,A,79.9104
2667292680,485925339,A,81.3213
2665292986,485925708,A,78.19155
2667292894,485925891,A,79.21215
1332253886,485928794,A,83.76855
1330253620,485953564,A,81.0465
1330253782,485965188.3,A,78.78465
1332253854,485969227.3,A,76.2177
1332253858,485971423.3,A,78.23445
2667292676,485971605.3,A,75.87015
1304253538,486029249,A,79.3176
1304253562,486045041.3,A,81.01605
1304253572,486045231.3,A,78.22545
1304253534,486045418.3,A,79.31835
1304253554,486046892,A,84.1734
1304253506,486047074,A,81.08355
1330253600,486047259.3,A,80.1117
1308253530,486047445.3,A,80.5788
1302253578,486062493.3,A,88.0587
1302253764,486062691.3,A,82.6446
1308253576,486062865.3,A,82.22865
1306253590,486063051.3,A,79.4673
1308253550,486064293,A,81.63045
1308253592,486070543.7,A,79.19445
1308253584,486075736,A,77.01615
1304253514,486075920.3,A,78.46215
1302253792,486076097.3,A,79.0554
1308253522,486081428,A,81.32145
1306253804,486081623.3,A,75.2157
1308253554,486081809.3,A,74.68635
1308253596,486082045.3,A,72.84
1306253800,486084117.3,A,73.90005
1308253526,486084305.3,A,74.93835
1306253578,486091976.3,A,77.6058
1308253546,486092177.3,A,73.7877
1306253764,486092357.3,A,73.66995
1306253808,486093037.3,A,77.1681
1312253522,486111278.7,A,81.8646
1312253546,486129069.7,A,78.15405
1312253566,486129257.7,A,74.89275
1312253530,486129444,A,75.49515
1310253816,486129630.7,A,76.1949
1310253570,486135447,A,78.8031
1304253566,486135636.7,A,76.1466
1310253820,486136315,A,76.88055
1312253554,486147025.7,A,82.89015
1312253572,486147943.7,A,81.1596
1312253596,486150204.3,A,81.4992
1306253772,486150380.3,A,83.9604
1306253780,486150566,A,81.7716
1306253820,486154103.3,A,83.6712
1316253834,486154355,A,78.43335
1316253850,486154523.3,A,77.22525
1310253586,486154704.3,A,76.392
3627681146,486173440,A,75.6699
1316253842,486175788,A,74.5197
1322253616,486177289.3,A,78.7743
1316253826,486177478.3,A,75.4695
1314253798,486177666.3,A,77.07285
1316253838,486177855,A,78.31545
1316253870,486183829,A,80.00865
1316253846,486184016,A,78.46065
3627681150,486195384.3,A,71.36775
1314253600,486196189.3,A,79.563
1288253482,486196364.3,A,75.2079
1288253474,486201498.7,A,76.13235
1316253792,486201690.3,A,71.7519
1314253584,486201875.3,A,72.6753
